Symbol,Name
JDVRX,"PGIM Jennison Value Fund- Class R"
JDVSX,"JPMorgan Diversified Fund Class I"
JDVVX,"John Hancock Funds Disciplined Value Fund Class R5"
JDVWX,"John Hancock Funds Disciplined Value Fund Class R6"
JDVZX,"JPMorgan Diversified Fund Class R6"
JDWAX,"Janus Henderson Global Research Fund Class A"
JDWNX,"Janus Henderson Global Research Fund Class N"
JDWRX,"Janus Henderson Global Research Fund Class R"
JDYRX,"PGIM High Yield Fund- Class R"
JEAMX,"James Alpha Managed Risk Emerging Markets Equity Portfolio Class A"
JECAX,"JPMorgan Emerging Markets Strategic Debt Fund Class A"
JECCX,"JPMorgan Emerging Markets Strategic Debt Fund Class C"
JECMX,"James Alpha Managed Risk Emerging Markets Equity Portfolio Class C"
JECRX,"JPMorgan Emerging Markets Strategic Debt Fund Class R5"
JECSX,"JPMorgan Emerging Markets Strategic Debt Fund Class I"
JECUX,"JPMorgan Emerging Markets Strategic Debt Fund Class R6"
JECZX,"JPMorgan Emerging Markets Strategic Debt Fund Class R2"
JEDAX,"JPMorgan Emerging Markets Debt Fund Class A"
JEDCX,"JPMorgan Emerging Markets Debt Fund Class C"
JEDSX,"JPMorgan Emerging Markets Corporate Debt Fund Class I"
JEEAX,"JPMorgan Emerging Economies Fund Class A Shares"
JEEBX,"JHancock Infrastructure Fund Class A"
JEECX,"JPMorgan Emerging Economies Fund Class C Shares"
JEEDX,"JHancock Infrastructure Fund Class NAV"
JEEEX,"JPMorgan Emerging Economies Fund Class R6"
JEEFX,"JHancock Infrastructure Fund Class C"
JEEIX,"JHancock Infrastructure Fund Class I"
JEERX,"JPMorgan Emerging Economies Fund Class R5 Shares"
JEESX,"JPMorgan Emerging Economies Fund Class I Shares"
JEFMX,"JPMorgan Emerging Markets Corporate Debt Fund Class C"
JEHIX,"James Alpha EHS Portfolio Class I"
JEIAX,"JPMorgan International Equity Income Fund Class A"
JEIBX,"PGIM Jennison Equity Income Fund- Class B"
JEICX,"JPMorgan International Equity Income Fund Class C"
JEIMX,"James Alpha Managed Risk Emerging Markets Equity Portfolio Class I"
JEIQX,"JPMorgan International Research Enhanced Equity Fund Class R6"
JEIRX,"JPMorgan International Equity Income Fund Class R5"
JEISX,"JPMorgan International Equity Income Fund Class I"
JEITX,"JPMorgan Global Research Enhanced Index Fund Class I"
JEIYX,"JPMorgan Global Research Enhanced Index Fund Class R6"
JEMAX,"JPMorgan Emerging Markets Corporate Debt Fund Class A"
JEMCX,"JPMorgan Emerging Markets Equity Fund Class C"
JEMDX,"JPMorgan Emerging Markets Debt Fund Class I"
JEMGX,"John Hancock Emerging Markets Equity Fund Class R6"
JEMIX,"John Hancock Funds Emerging Markets Debt Fund Class R6"
JEMKX,"John Hancock Emerging Markets Equity Fund Class R2"
JEMMX,"John Hancock Emerging Markets Equity Fund Class I"
JEMNX,"John Hancock Emerging Markets Equity Fund Class R4"
JEMOX,"JPMorgan Emerging Markets Equity Fund Class R5"
JEMQX,"John Hancock Emerging Markets Equity Fund Class A"
JEMRX,"JPMorgan Emerging Markets Debt Fund Class R5"
JEMSX,"JPMorgan Emerging Markets Equity Fund Class I"
JEMVX,"JPMorgan Emerging Markets Debt Fund Class R6"
JEMWX,"JPMorgan Emerging Markets Equity Fund Class R6"
JEMZX,"John Hancock Emerging Markets Equity Fund Class C"
JENHX,"Johnson Enhanced Return Fund"
JENIX,"Jensen Quality Growth Fund Class I"
JENRX,"Jensen Quality Growth FundClass R"
JENSX,"Jensen Quality Growth Fund Class J"
JENYX,"Jensen Quality Growth Fund Class Y"
JEQIX,"Johnson Equity Income Fund"
JERAX,"Janus Henderson Global Real Estate Fund Class A"
JERCX,"Janus Henderson Global Real Estate Fund Class C"
JERIX,"Janus Henderson Global Real Estate Fund Class I"
JERSX,"Janus Henderson Global Real Estate Fund Class S"
JERTX,"Janus Henderson Global Real Estate Fund Class T"
JESMX,"James Alpha Managed Risk Emerging Markets Equity Portfolio Class S Shares"
JESRX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class R6"
JETAX,"Aberdeen Global Equity Impact Fund Class A"
JETIX,"Aberdeen Global Equity Impact Fund Institutional Class"
JEVAX,"John Hancock Funds II Emerging Markets Fund Class A"
JEVCX,"John Hancock Funds II Emerging Markets Fund Class C"
JEVIX,"John Hancock Funds II Emerging Markets Fund Class I"
JEVNX,"John Hancock Funds II Emerging Markets Fund Class NAV"
JEVRX,"John Hancock Funds II Emerging Markets Fund Class R6"
JFACX,"John Hancock Funds Fundamental All Cap Core Fund Class R2"
JFAIX,"John Hancock Funds Fundamental All Cap Core Fund Class R6"
JFAMX,"JPMorgan Emerging Markets Equity Fund Class A"
JFARX,"John Hancock Funds Fundamental All Cap Core Fund Class R4"
JFBUX,"JPMorgan Investor Growth & Income Fund Class R6"
JFCAX,"John Hancock Funds Fundamental All Cap Core Fund Class A"
JFCCX,"John Hancock Funds Fundamental All Cap Core Fund Class C"
JFCIX,"John Hancock Funds Fundamental All Cap Core Fund Class I"
JFDRX,"John Hancock Financial Industries Fund Class R6"
JFEAX,"JPMorgan International Value Fund Class A"
JFECX,"JPMorgan Global Unconstrained Equity Fund Class C"
JFEIX,"JPMorgan Europe Dynamic Fund Class L"
JFESX,"JPMorgan Europe Dynamic Fund Class I"
JFETX,"JPMorgan Global Unconstrained Equity Fund Class R5"
JFEUX,"JPMorgan Global Unconstrained Equity Fund Class R6"
JFFAX,"JPMorgan SmartRetirement® 2055 Fund Class A"
JFFCX,"JPMorgan SmartRetirement® 2055 Fund Class C"
JFFIX,"JPMorgan SmartRetirement® 2055 Fund Class R5"
JFFPX,"JPMorgan SmartRetirement® 2055 Fund Class R3"
JFFQX,"JPMorgan SmartRetirement® 2055 Fund Class R4"
JFFRX,"JPMorgan SmartRetirement® 2055 Fund Class R2"
JFFSX,"JPMorgan SmartRetirement® 2055 Fund Class I"
JFFYX,"JPMorgan SmartRetirement® 2055 Fund Class R6"
JFGAX,"John Hancock Funds Fundamental Global Franchise Fund Class A"
JFGFX,"John Hancock Funds Fundamental Global Franchise Fund Class R6"
JFGIX,"John Hancock Funds Fundamental Global Franchise Fund Class I"
JFHYX,"John Hancock High Yield Fund Class R6"
JFIAX,"John Hancock Funds Floating Rate Income Fund Class A"
JFIBX,"John Hancock Funds Floating Rate Income Fund Class B"
JFICX,"Janus Henderson Flexible Bond Fund Class C"
JFIFX,"John Hancock Financial Industries Fund Class I"
JFIGX,"John Hancock Funds Floating Rate Income Fund Class C"
JFIHX,"John Hancock Funds Floating Rate Income Fund Class 1"
JFIIX,"John Hancock Funds Floating Rate Income Fund Class I"
JFINX,"Johnson Fixed Income Fund"
JFIRX,"John Hancock Funds Floating Rate Income Fund Class R6"
JFLCX,"John Hancock Funds Fundamental Large Cap Value Fund Class R2"
JFLEX,"Janus Henderson Flexible Bond Fund Class I"
JFLJX,"JPMorgan Investor Conservative Growth Fund Class R6"
JFLRX,"John Hancock Funds Fundamental Large Cap Value Fund Class R4"
JFLVX,"John Hancock Funds Fundamental Large Cap Value Fund Class R6"
JFNAX,"Janus Henderson Global Life Sciences Fund Class A"
JFNCX,"Janus Henderson Global Life Sciences Fund Class C"
JFNIX,"Janus Henderson Global Life Sciences Fund Class I"
JFNSX,"Janus Henderson Global Life Sciences Fund Class S"
JFOAX,"James Alpha Family Office Portfolio Class A"
JFOCX,"James Alpha Family Office Portfolio Class C"
JFOIX,"James Alpha Family Office Portfolio Class I"
JFOSX,"James Alpha Family Office Portfolio Class S Shares"
JFQUX,"JPMorgan Investor Balanced Fund Class R6"
JFRDX,"Janus Henderson Forty Fund Class D"
JFRNX,"Janus Henderson Forty Fund Class N"
JFTAX,"JPMorgan International Advantage Fund Class A"
JFTUX,"JPMorgan Investor Growth Fund Class R6"
JFUAX,"JPMorgan Global Unconstrained Equity Fund Class A"
JFVAX,"John Hancock Funds Fundamental Large Cap Value Fund Class A"
JFVCX,"John Hancock Funds Fundamental Large Cap Value Fund Class C"
JFVIX,"John Hancock Funds Fundamental Large Cap Value Fund Class I"
JGACX,"JPMorgan Growth Advantage Fund Class C"
JGAQX,"JPMorgan Value Advantage Fund Class R2"
JGARX,"PGIM Growth Allocation Fund- Class R"
JGASX,"JPMorgan Growth Advantage Fund Class I"
JGAUX,"JPMorgan Small Cap Core Fund Class R3"
JGAVX,"JPMorgan Growth and Income Fund Class R3"
JGBAX,"Janus Henderson Global Bond Fund Class A"
JGBCX,"Janus Henderson Global Bond Fund Class C"
JGBDX,"Janus Henderson Global Bond Fund Class D"
JGBIX,"Janus Henderson Global Bond Fund Class I"
JGBSX,"Janus Henderson Global Bond Fund Class S"
JGBZX,"JPMorgan Government Bond Fund Class R2"
JGCAX,"Janus Henderson Global Allocation Fund - Growth Class A"
JGCCX,"Janus Henderson Global Allocation Fund - Growth Class C"
JGCGX,"JPMorgan Income Fund Class C"
JGCIX,"Janus Henderson Global Allocation Fund - Growth Class I"
JGCSX,"Janus Henderson Global Allocation Fund - Growth Class S"
JGDAX,"Janus Henderson Global Income Managed Volatility Fund Class A"
JGDCX,"Janus Henderson Global Income Managed Volatility Fund Class C"
JGDDX,"Janus Henderson Global Income Managed Volatility Fund Class D"
JGDIX,"Janus Henderson Global Income Managed Volatility Fund Class I"
JGDSX,"Janus Henderson Global Income Managed Volatility Fund Class S"
JGECX,"John Hancock Funds Global Equity Fund Class C"
JGEFX,"John Hancock Funds Global Equity Fund Class I"
JGEMX,"John Hancock Funds Global Equity Fund Class R6"
JGERX,"John Hancock Funds Global Equity Fund Class R2"
JGETX,"John Hancock Funds Global Equity Fund Class R4"
JGEZX,"JPMorgan International Equity Income Fund Class R2"
JGFDX,"John Hancock Global Focused Strategies Fund Class R6"
JGFEX,"John Hancock Global Focused Strategies Fund Class C"
JGFGX,"John Hancock Global Focused Strategies Fund Class I"
JGFOX,"John Hancock Global Focused Strategies Fund Class A"
JGGNX,"Janus Henderson Global Income Managed Volatility Fund Class N"
JGHTX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class R5"
JGIAX,"JPMorgan Income Fund Class A"
JGICX,"Janus Henderson Growth And Income Fund Class C"
JGIFX,"John Hancock Government Income Fund Class I"
JGINX,"Janus Henderson Growth And Income Fund Class I"
JGIRX,"JPMorgan Intrepid Growth Fund Class R5"
JGISX,"JPMorgan Intrepid Growth Fund Class R6"
JGLNX,"Janus Henderson Global Bond Fund Class N"
JGLTX,"Janus Henderson VIT Global Technology Portfolio Institutional Class"
JGLYX,"JPMorgan Small Cap Growth Fund Class R4"
JGMAX,"Janus Henderson Triton Fund Class A"
JGMCX,"Janus Henderson Triton Fund Class C"
JGMIX,"Janus Henderson Triton Fund Class S"
JGMNX,"Janus Henderson Triton Fund Class N"
JGMRX,"Janus Henderson Triton Fund Class R"
JGRCX,"Janus Henderson Enterprise Fund Class C"
JGREX,"JPMorgan Small Cap Core Fund Class R4"
JGRJX,"JPMorgan Growth Advantage Fund Class R2"
JGRQX,"JPMorgan Small Cap Growth Fund Class R3"
JGRSX,"John Hancock Global Shareholder Yield Fund Class R6"
JGRTX,"Janus Henderson Enterprise Fund Class S"
JGRUX,"JPMorgan Growth and Income Fund Class R4"
JGSMX,"JPMorgan Small Cap Growth Fund Class R6"
JGSRX,"John Hancock Global Shareholder Yield Fund Class R2"
JGSVX,"JPMorgan Small Cap Growth Fund Class R5"
JGTHX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class R3"
JGTTX,"JPMorgan Growth Advantage Fund Class R3"
JGTUX,"JPMorgan Growth Advantage Fund Class R4"
JGVAX,"Janus Henderson Global Value Fund Class T"
JGVRX,"JPMorgan Growth Advantage Fund Class R5"
JGVVX,"JPMorgan Growth Advantage Fund Class R6"
JGYAX,"John Hancock Global Shareholder Yield Fund Class A"
JGYBX,"John Hancock Global Shareholder Yield Fund Class B"
JGYCX,"John Hancock Global Shareholder Yield Fund Class C"
JGYIX,"John Hancock Global Shareholder Yield Fund Class I"
JHAAX,"JHancock Multi-Asset Absolute Return Fund Class A"
JHACX,"JHancock Multi-Asset Absolute Return Fund Class C"
JHAIX,"JHancock Multi-Asset Absolute Return Fund Class I"
JHARX,"JHancock Multi-Asset Absolute Return Fund Class R2"
JHASX,"JHancock Multi-Asset Absolute Return Fund Class R6"
JHBBX,"John Hancock Bond Fund Class B"
JHBIX,"John Hancock Bond Fund Class I"
JHBSX,"John Hancock Bond Fund Class R6"
JHBTX,"Janus Henderson Global Bond Fund Class T"
JHCBX,"John Hancock Bond Fund Class C"
JHCCX,"John Hancock Funds Absolute Return Currency Fund Class R2"
JHCPX,"John Hancock Funds II Capital Appreciation Fund Class NAV"
JHDCX,"John Hancock Funds Short Duration Credit Opportunities Fund Class R4"
JHDOX,"John Hancock Funds Short Duration Credit Opportunities Fund Class R2"
JHEMX,"John Hancock Funds Emerging Markets Debt Fund Class R2"
JHEQX,"JPMorgan Hedged Equity Fund Class I"
JHERX,"John Hancock Funds II Equity Income Fund Class C"
JHFIX,"John Hancock Income Fund Class A"
JHGEX,"John Hancock Funds Global Equity Fund Class A"
JHGIX,"John Hancock Government Income Fund Class A"
JHHBX,"John Hancock High Yield Fund Class A"
JHIGX,"John Hancock Funds International Growth Fund Class R2"
JHIKX,"John Hancock Funds Multi-Index 2060 Lifetime Portfolio Class R4"
JHJAX,"John Hancock ESG Large Cap Core Fund Class A"
JHJCX,"John Hancock ESG Large Cap Core Fund Class C"
JHJIX,"John Hancock ESG Large Cap Core Fund Class I"
JHJRX,"John Hancock ESG Large Cap Core Fund Class R6"
JHKAX,"John Hancock ESG All Cap Core Fund Class A"
JHKCX,"John Hancock ESG All Cap Core Fund Class C"
JHKIX,"John Hancock ESG All Cap Core Fund Class I"
JHKRX,"John Hancock ESG All Cap Core Fund Class R6"
JHLAX,"John Hancock Funds II Multimanager Lifestyle Balanced Portfolio Class 5"
JHLGX,"John Hancock Funds II Multimanager Lifestyle Growth Portfolio Class 5"
JHLMX,"John Hancock Funds II Multimanager Lifestyle Moderate Portfolio Class 5"
JHLVX,"John Hancock Fundamental Large Cap Core Fund Class C"
JHMDX,"John Hancock Funds Emerging Markets Debt Fund Class R4"
JHNBX,"John Hancock Bond Fund Class A"
JHQAX,"JPMorgan Hedged Equity Fund Class A"
JHQCX,"JPMorgan Hedged Equity Fund Class C"
JHQPX,"JPMorgan Hedged Equity Fund Class R5"
JHQRX,"JPMorgan Hedged Equity Fund Class R6"
JHRAX,"John Hancock Global Conservative Absolute Return Fund Class A"
JHRBX,"John Hancock Bond Fund Class R2"
JHRCX,"John Hancock Global Conservative Absolute Return Fund Class C"
JHRDX,"John Hancock Funds II Multimanager 2040 Lifetime Portfolio Class I"
JHREX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class I"
JHRGX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class I"
JHRIX,"John Hancock Global Conservative Absolute Return Fund Class I"
JHRLX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class I"
JHRMX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class I"
JHRNX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class I"
JHROX,"John Hancock Funds II Multimanager 2045 Lifetime Portfolio Class I"
JHRPX,"John Hancock Funds Multimanager 2050 Lifetime Portfolio Class I"
JHRTX,"John Hancock Funds Multimanager 2055 Lifetime Portfolio Class I"
JHRVX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class I"
JHSGX,"John Hancock U.S. Quality Growth Fund Class R4"
JHSIX,"John Hancock Funds II Spectrum Income Fund Class A"
JHSMX,"John Hancock Funds II International Small Company Fund Class R6"
JHTFX,"John Hancock High Yield Municipal Bond Fund Class A"
JHTRX,"John Hancock Funds II Total Return Fund Class NAV"
JHUAX,"John Hancock Funds II U.S. Growth Fund Class A"
JHUCX,"John Hancock Funds II U.S. Growth Fund Class C"
JHUIX,"John Hancock Funds II U.S. Growth Fund Class I"
JHUJX,"JPMorgan Emerging Markets Equity Fund Class R2"
JHUKX,"JPMorgan Emerging Markets Equity Fund Class R4"
JHUPX,"John Hancock Funds II U.S. Growth Fund Class 1"
JHURX,"JPMorgan Emerging Markets Equity Fund Class R3"
JHVIX,"John Hancock Funds II International Value Fund Class NAV"
JHYAX,"Janus Henderson High-Yield Fund Class A"
JHYCX,"John Hancock High Yield Fund Class C"
JHYFX,"Janus Henderson High-Yield Fund Class I"
JHYIX,"Aberdeen Global High Income Fund Class I"
JHYMX,"John Hancock High Yield Municipal Bond Fund Class I"
JHYNX,"Janus Henderson High-Yield Fund Class N"
JHYRX,"Janus Henderson High-Yield Fund Class R"
JHYUX,"JPMorgan High Yield Fund Class R6"
JHYZX,"JPMorgan High Yield Fund Class R2"
JIAAX,"JPMorgan Intrepid America Fund Class A"
JIACX,"JPMorgan Intrepid America Fund Class C"
JIAFX,"John Hancock Funds Income Allocation Fund Class A"
JIAGX,"John Hancock Funds Income Allocation Fund Class C"
JIAIX,"John Hancock Funds Income Allocation Fund Class I"
JIAPX,"JPMorgan Intrepid America Fund Class R6"
JIARX,"JPMorgan Intrepid America Fund Class R5"
JIASX,"John Hancock Funds Income Allocation Fund Class R6"
JIAZX,"JPMorgan Intrepid America Fund Class R2"
JIBBX,"JPMorgan SmartRetirement® Blend Income Fund Class R5"
JIBCX,"John Hancock Funds II Blue Chip Growth Fund Class 1"
JIBDX,"Johnson Institutional Short Duration Bond Fund"
JIBEX,"Johnson Institutional Intermediate Bond Fund"
JIBFX,"Johnson Institutional Core Bond Fund"
JIBOX,"John Hancock Funds Multi-Index Lifestyle Balanced Portfolio Class 1"
JIBRX,"John Hancock Funds Multi-Index Lifestyle Balanced Portfolio Class R6"
JICAX,"JPMorgan Intrepid Sustainable Equity Fund Class A Shares"
JICCX,"JPMorgan Intrepid Sustainable Equity Fund Class C Shares"
JICDX,"John Hancock Funds II Core Bond Fund Class 1"
JICPX,"John Hancock Funds II Capital Appreciation Fund Class 1"
JIEAX,N/A
JIECX,"JPMorgan International Equity Fund Class C"
JIEEX,N/A
JIEFX,"JPMorgan International Equity Income Fund Class R6"
JIEHX,"John Hancock Funds Multi-Index 2060 Lifetime Portfolio Class R6"
JIEIX,"Aberdeen Select International Equity Fund Class I"
JIEMX,"John Hancock Funds II Equity Income Fund Class 1"
JIERX,"JPMorgan International Equity Fund Class R5"
JIESX,"JPMorgan International Value Fund Class I"
JIEVX,N/A
JIEZX,"JPMorgan International Equity Fund Class R2"
JIFAX,"Janus Henderson International Value Fund Class A"
JIFCX,"Janus Henderson International Value Fund Class C"
JIFDX,"Janus Henderson International Value Fund Class D"
JIFFX,"JPMorgan International Advantage Fund Class R6"
JIFIX,"Janus Henderson International Value Fund Class I"
JIFSX,"Janus Henderson International Value Fund Class S"
JIFTX,"Janus Henderson International Value Fund Class T"
JIGAX,"JPMorgan Intrepid Growth Fund Class A"
JIGBX,"John Hancock Investment Grade Bond Fund Class R2"
JIGCX,"Janus Henderson Overseas Fund Class C"
JIGDX,"John Hancock Funds II Global Bond Fund Class 1"
JIGEX,"John Hancock Investment Grade Bond Fund Class R6"
JIGFX,"Janus Henderson Overseas Fund Class I"
JIGHX,"John Hancock Funds International Growth Fund Class NAV"
JIGIX,"John Hancock Funds International Growth Fund Class R4"
JIGMX,"John Hancock Investment Grade Bond Fund Class R4"
JIGRX,"Janus Henderson Overseas Fund Class S"
JIGTX,"John Hancock Funds International Growth Fund Class R6"
JIGZX,"JPMorgan Intrepid Growth Fund Class R2"
JIHDX,"John Hancock Funds II High Yield Fund Class 1"
JIHLX,"John Hancock Funds II U.S. High Yield Bond Fund Class 1"
JIICX,"JPMorgan International Advantage Fund Class C"
JIIDX,"Janus Henderson International Managed Volatility Fund Class D"
JIIMX,"John Hancock Funds II International Small Cap Fund Class 1"
JIIRX,"John Hancock Funds Multi-Index Lifestyle Aggressive Portfolio Class R6"
JIISX,"JPMorgan Intrepid Sustainable Equity Fund I Class"
JIIZX,"JPMorgan International Advantage Fund Class R2"
JIJSX,"JPMorgan SmartRetirement® Blend Income Fund Class I"
JILAX,"John Hancock Funds II Multimanager Lifestyle Aggressive Portfolio Class 1"
JILBX,"John Hancock Funds II Multimanager Lifestyle Balanced Portfolio Class 1"
JILCX,"John Hancock Funds II Multimanager Lifestyle Conservative Portfolio Class 1"
JILGX,"John Hancock Funds II Multimanager Lifestyle Growth Portfolio Class 1"
JILMX,"John Hancock Funds II Multimanager Lifestyle Moderate Portfolio Class 1"
JIMAX,"JPMorgan Inflation Managed Bond Fund Class A Shares"
JIMCX,"JPMorgan Inflation Managed Bond Fund Class C Shares"
JIMIX,"JPMorgan Short-Intermediate Municipal Bond Fund Class I"
JIMMX,"JPMorgan Inflation Managed Bond Fund Class R6 Shares"
JIMRX,"JPMorgan Inflation Managed Bond Fund Class R5 Shares"
JIMSX,"John Hancock Funds II Mid Cap Stock Fund Class 1"
JINCX,"JPMorgan Unconstrained Debt Fund Class C Shares"
JINRX,N/A
JINTX,"Johnson International Fund"
JIORX,"JPMorgan SmartRetirement® Blend 2020 Fund Class R2"
JIPAX,"John Hancock Funds Strategic Income Opportunities Fund Class A"
JIPCX,"John Hancock Funds Strategic Income Opportunities Fund Class C"
JIPIX,"John Hancock Funds Strategic Income Opportunities Fund Class I"
JIPPX,"John Hancock Funds Strategic Income Opportunities Fund Class R2"
JIPRX,"John Hancock Funds Strategic Income Opportunities Fund Class R6"
JIRBX,"JPMorgan SmartRetirement® Blend Income Fund Class R2"
JIREX,"John Hancock Funds II Real Estate Securities Fund Class 1"
JIRRX,"John Hancock Funds II Real Return Bond Fund Class 1"
JISAX,"John Hancock Funds II International Small Company Fund Class A"
JISCX,"Janus Henderson Small Cap Value Fund Class S"
JISDX,"John Hancock Funds II International Small Company Fund Class C"
JISGX,"JPMorgan Small Cap Growth Fund Class L"
JISIX,"JPMorgan International Advantage Fund Class I"
JISOX,"John Hancock Funds II New Opportunities Fund Class 1"
JISVX,"John Hancock Funds II Small Company Value Fund Class 1"
JISZX,"JPMorgan Unconstrained Debt Fund Class R2 Shares"
JITAX,"JPMorgan Intermediate Tax Free Bond Fund Class A"
JITCX,"JPMorgan Intermediate Tax Free Bond Fund Class C"
JITIX,"JPMorgan Intermediate Tax Free Bond Fund Class I"
JITKX,"JPMorgan SmartRetirement® Blend Inc Fund Class R4"
JITLX,"JPMorgan SmartRetirement® Blend Inc Fund Class R3"
JITZX,"JPMorgan Intermediate Tax Free Bond Fund Class R6"
JIUCX,"JPMorgan International Value Fund Class C"
JIVAX,"JPMorgan Intrepid Value Fund Class A Shares"
JIVCX,"JPMorgan Intrepid Value Fund Class C Shares"
JIVIX,"John Hancock Funds II International Value Fund Class 1"
JIVMX,"JPMorgan Intrepid Value Fund Class R6 Shares"
JIVRX,"JPMorgan Intrepid Value Fund Class R5 Shares"
JIVSX,N/A
JIVTX,N/A
JIVUX,N/A
JIVZX,"JPMorgan Intrepid Value Fund Class R2 Shares"
JIYBX,"JPMorgan SmartRetirement® Blend Income Fund Class R6"
JJERX,"John Hancock Funds Multimanager 2060 Lifetime Portfolio Class A"
JKIMX,"John Hancock Funds Multi-Index 2060 Preservation Portfolio Class R1"
JLAAX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class A"
JLADX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R1"
JLAEX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R2"
JLAFX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R3"
JLAGX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R4"
JLAHX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R5"
JLAIX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class R6"
JLAOX,"John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class 1"
JLBAX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class A"
JLBDX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R1"
JLBFX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R3"
JLBGX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R4"
JLBHX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R5"
JLBJX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R6"
JLBKX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class R2"
JLBOX,"John Hancock Funds II Multimanager 2015 Lifetime Portfolio Class 1"
JLCAX,"JPMorgan U.S. Large Cap Core Plus Fund Class A Shares"
JLCFX,"John Hancock Fundamental Large Cap Core Fund Class R4"
JLCGX,"John Hancock Funds Multi-Index Lifestyle Conservative Portfolio Class 1"
JLCHX,"John Hancock Fundamental Large Cap Core Fund Class R3"
JLCRX,"John Hancock Fundamental Large Cap Core Fund Class R1"
JLCSX,"John Hancock Funds Multi-Index Lifestyle Conservative Portfolio Class R6"
JLCVX,"John Hancock Fundamental Large Cap Core Fund Class R5"
JLCWX,"John Hancock Fundamental Large Cap Core Fund Class R6"
JLCYX,"John Hancock Fundamental Large Cap Core Fund Class R2"
JLDAX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class A"
JLDDX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R1"
JLDEX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R2"
JLDFX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R3"
JLDGX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R4"
JLDHX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R5"
JLDIX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class R6"
JLDOX,"John Hancock Funds II Multimanager 2020 Lifetime Portfolio Class 1"
JLEAX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class A"
JLEDX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R1"
JLEEX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R2"
JLEFX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R3"
JLEGX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R4"
JLEHX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R5"
JLEIX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class R6"
JLEOX,"John Hancock Funds II Multimanager 2025 Lifetime Portfolio Class 1"
JLFAX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class A"
JLFDX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R1"
JLFEX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R2"
JLFFX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R3"
JLFGX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R4"
JLFHX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R5"
JLFIX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class R6"
JLFOX,"John Hancock Funds II Multimanager 2030 Lifetime Portfolio Class 1"
JLGAX,"JAG Large Cap Growth Fund Class A"
JLGIX,"JAG Large Cap Growth Fund Class I"
JLGMX,"JPMorgan Large Cap Growth Fund Class R6"
JLGOX,"John Hancock Funds Multi-Index Lifestyle Growth Portfolio Class 1"
JLGPX,"JPMorgan Large Cap Growth Fund Class R3"
JLGQX,"JPMorgan Large Cap Growth Fund Class R4"
JLGRX,"JPMorgan Large Cap Growth Fund Class R5"
JLGSX,"John Hancock Funds Multi-Index Lifestyle Growth Portfolio Class R6"
JLGZX,"JPMorgan Large Cap Growth Fund Class R2"
JLHAX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class A"
JLHDX,"John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R1"
